,年份,报告标题,披露时间,披露机构,攻击方法,组织别名,报告摘要
44,2020 (692),“匿影”挖矿团伙新增勒索组件CryptoJoker，其横向扩散能力存重创企业网络风险,2020-12-08,腾讯,勒索软件木马后门无文件攻击,暂无数据,腾讯安全威胁情报中心发现“匿影”挖矿团伙的攻击活动升级，新增加密勒索组件CryptoJoker，该组织已从之前的挖矿计算转向勒索攻击非法牟利。匿影组织传播的勒索病毒组件在执行过程中采用无文件攻击技术，攻击过程中全程无样本文件落地，且在加密数据完成之后会清理定时任务，令事件溯源十分困难。“匿影”最新变种依然沿用NSA武器库中的永恒之蓝漏洞工具对目标发起攻击，攻陷目标后在失陷主机上启动X86/X64.dll的感染流程。首先检测该目标是否已经感染本组织的挖矿木马，如果已感染该团伙的挖矿木马，则不再继续感染勒索。初始有效载荷会释放勒索功能模块和横向移动模块。横向移动沿用永恒之蓝漏洞利用工具包。勒索模块样本使用文件嵌套的形式执行加密勒索与清理功能，全程文件不落地，文件加密沿用经典的AES+RSA模式，加密文件后缀为.devos。勒索信中给出了被攻陷主机个人ID，并自称为CryptoJoker，勒索金额额度为0.1BTC。
45,2020 (692),APT界劳模：东欧黑客组织使用鱼叉邮件定向攻击乌克兰活动总结,2020-12-07,奇安信,鱼叉邮件APT,Gamaredon,Gamaredon APT组织是疑似具有东欧背景的APT团伙，该组织攻击活动最早可追溯到2013年，其主要针对乌克兰政府机构官员，反对党成员和新闻工作者，进行以窃取情报为目的网络攻击活动 与传统的APT组织类似，Gamaredon APT组织会使用可信的发件人对攻击目标定向发送鱼叉邮件，附件一般为rar或者docx文档，通常采用模板注入作为攻击链的起始部分，执行带有恶意宏的dot文件，释放VBS脚本，下载后续Payload，在2020年中旬时，我们在一封钓鱼邮件中发现Gamaredon APT组织开始使用Lnk作为第一阶段攻击载荷，Lnk会调用mshta执行远程hta脚本，释放诱饵和VBS文件，下载后续Payload。
46,2020 (692),Rana Android恶意软件,2020-12-07,reversinglabs,恶意软件,APT39Chafer,9月17日，美国财政部外国资产控制办公室对伊朗网络威胁组织APT39(也称为Chafer，Cadelspy，Remexi和ITG07)实施了制裁。当天，联邦调查局发布了一份分析报告，描述了与伊朗情报和安全部(MOIS)有关的Rana Corp使用的几种工具，该工具背后的攻击者是APT39黑客组织。 ReversingLabs的研究人员根据报告中提供的信息和IOC，发现了三个样本，分析发现，样本包含一些特定功能。第一个是添加自定义WiFi接入点并强制设备连接。第二个功能是自动应答来自特定电话号码的呼叫，这种功能可以用于音频连接，并且能在紧急启动时使用。该恶意软件支持接收SMS发送的命令，最新版本可监控IM信息。
47,2020 (692),LILIN DVR/NVR 在野0-day漏洞攻击报告2,2020-12-03,360netlab,木马后门僵尸网络恶意扫描,暂无数据,"360最近发现攻击者使用Merit LILIN DVR/NVR默认密码和0-day漏洞，传播Mirai僵尸网络样本。研究人员通过全网资产测绘，发现公网上存在Merit LILIN DVR/NVR指纹（app:""LILIN_DVR""）的设备共有1049094个IP地址，符合上述固件指纹特征的IP共有6748个，其中大部分设备位于在中国台湾省。漏洞类型：远程命令执行漏洞。漏洞原因为Web服务程序/opt/extra/main定义了GET/getclock接口，用于查看和修改设备时间相关配置。当/opt/extra/main程序启动时，会启动命令行程序/mnt/mtd/subapp/syscmd，将需要执行的命令通过共享内存交由syscmd执行：当传入参数cmd的值为set时，可以使用参数NTP_SERVER设置设备的时间同步服务器；由于GET/getclock接口的回调函数，并未对参数NTP_SERVER的值进行过滤，即将相关字段保存，并创建CMDQ_SET_SYS_TIME消息压入cmdQueue；cmdQueue对应的CMDQ_SET_SYS_TIME消息处理函数读取相关字段，并拼接shell命令，写入共享内存，导致远程命令执行漏洞。"
48,2020 (692),新LILIN DVR零日漏洞被用来传播Mirai僵尸木马,2020-12-03,360netlab,木马后门僵尸网络恶意扫描,暂无数据,"360最近发现攻击者使用Merit LILIN DVR/NVR默认密码和0-day漏洞，传播Mirai僵尸网络样本。研究人员通过全网资产测绘，发现公网上存在Merit LILIN DVR/NVR指纹（app:""LILIN_DVR""）的设备共有1049094个IP地址，符合上述固件指纹特征的IP共有6748个，其中大部分设备位于在中国台湾省。漏洞类型：远程命令执行漏洞。漏洞原因为Web服务程序/opt/extra/main定义了GET/getclock接口，用于查看和修改设备时间相关配置。当/opt/extra/main程序启动时，会启动命令行程序/mnt/mtd/subapp/syscmd，将需要执行的命令通过共享内存交由syscmd执行：当传入参数cmd的值为set时，可以使用参数NTP_SERVER设置设备的时间同步服务器；由于GET/getclock接口的回调函数，并未对参数NTP_SERVER的值进行过滤，即将相关字段保存，并创建CMDQ_SET_SYS_TIME消息压入cmdQueue；cmdQueue对应的CMDQ_SET_SYS_TIME消息处理函数读取相关字段，并拼接shell命令，写入共享内存，导致远程命令执行漏洞。"
49,2020 (692),IBM揭露了针对COVID-19疫苗冷链的全球网络钓鱼活动,2020-12-03,securityintelligence,钓鱼攻击,暂无数据,IBM Security X-Force最近发现了一项针对与COVID-19冷链相关的组织的全球范围钓鱼活动。冷链是疫苗供应链的组成部分，可确保在储存和运输过程中安全保存疫苗。网络钓鱼邮件伪装成海尔生物医学公司的业务主管，该公司是CCEOP计划的合格供应商。攻击者极有可能从战略上选择模仿海尔生物医学，因为据称其是世界上唯一的完整冷链供应商。研究人员目前尚不清楚钓鱼活动是否成功，但评估认为此次攻击的目的可能是为了获取凭证以获得未授权访问。
50,2020 (692),阻击APT：奇安信QOWL引擎挫败BITTER针对国内政企的定向攻击,2020-12-02,奇安信,恶意软件,BITTERBITTER蔓灵花蔓灵花,蔓灵花（BITTER）是疑似具有南亚背景的APT组织，该组织长期针对中国，巴基斯坦等国家进行攻击活动，主要针对政府、军工业、电力、核能等单位进行定向攻击，窃取敏感资料。 近日，搭载了奇安信威胁情报中心自主研发反病毒引擎QOWL的奇安信安全终端“天擎”成功阻断蔓灵花组织针对国内企业的定向攻击活动，在此次攻击活动中，该组织依旧使用了其常用的攻击手法，企图释放执行其常用的下载者进行恶意软件部署，但被QOWL杀毒引擎成功拦截。
51,2020 (692),Turla Crutch：打开“后门”,2020-12-02,WeLiveSecurity,后门,WaterbugTurla,ESET研究人员发现了Turla组织使用的新后门和窃密工具Crutch，分析认为Crutch并非第一阶段的后门程序，而是在攻击者入侵组织网络之后才部署的。入侵手段包括，使用第一阶段植入物Skipper，然后通过横向移动来破坏本地网络上的其他计算机，使用PowerShellEmpire。Crutch包括一个后门，该后门使用官方HTTPAPI与硬编码的Dropbox帐户进行通信。它可以执行基本命令，例如读写文件或执行其他进程。它通过对Chrome，Firefox或OneDrive的DLL劫持而持久存在。在某些变体中，使用GitHub或常规域名作为C2通道。
52,2020 (692),There’s a RAT in my code:新的npm恶意软件与Bladabindi木马发现,2020-12-01,Sonatype,供应链攻击木马后门,暂无数据,Sonatype最近在npm注册表中发现了新的恶意软件。该恶意软件与流行的远程访问木马（RAT）捆绑在一起。恶意软件包为：jdb.js和db-json.js。两个软件包均由同一作者发布。npm软件包jdb.js模仿了合法的基于NodeJS的数据库库jdb，包含三个文件：包含njRAT有效负载的Windows可执行文件patch.exe；用于数据收集和侦查、启动patch.exe的module.js；用于启动module.js的package.json清单文件。另一个恶意软件包db-json.js看起来没问题，但是其暗中将恶意的jdb.js作为依赖项，也会使开发人员面临风险。
53,2020 (692),Xanthe - Docker意识矿工,2020-12-01,Talos,木马后门僵尸网络,暂无数据,Talos最近发现了一种挖矿僵尸网络 Xanthe，该恶意程序会下载主安装程序模块，同时负责将其传播到本地和远程网络上的其他系统。主模块试图通过窃取客户端证书并在不需要密码的情况下连接到其他已知主机来传播。其它bash脚本负责终止安全服务，移除其它挖矿木马，并通过创建计划任务或修改系统启动脚本来确保持久性。主要有效载荷是XMRig Monero挖矿程序的一种变体，利用进程枚举隐藏矿工的存在。
54,2020 (692),DarkIRC bot利用最近的Oracle WebLogic漏洞,2020-12-01,juniper,僵尸网络漏洞利用:CVE-2020-14882,暂无数据,Juniper威胁实验室发现Oracle WebLogic软件上的CVE-2020-14882漏洞正被用于活跃的攻击中。研究人员发现至少存在五种不同的攻击载荷。其中一个名为DarkIRC的bot可以执行一种独特的命令和控制域生成算法：对特定密码钱包地址进行哈希处理，然后获取前14个字符生成C2域。DarkIRC功能包括：浏览器窃取、键盘记录、比特币Clipper、拒绝服务、蠕虫传播、下载文件、执行命令。该bot目前在黑客论坛上以75美元的价格出售。
55,2020 (692),疑似双尾蝎APT组织以CIA资助哈马斯相关信息为诱饵的攻击活动分析,2020-12-01,奇安信,诱饵文件,APT-C-23双尾蝎Two-tailed Scorpion,双尾蝎APT团伙是一个长期针对中东地区的高级威胁组织，其最早于2017年被披露。其至少自2016年5月起，便持续针对巴勒斯坦教育机构、军事机构等重要领域开展了有组织，有计划，有针对性的攻击，该组织拥有针对Windows和Android双平台攻击能力。 近日，奇安信威胁情报中心红雨滴团队在日常的威胁狩猎中捕获多个伪装成视频、文档和图片的可执行文件，此类样本将图标设置为对应的诱饵类型，诱导受害者点击执行。当样本执行后，将释放展示相关诱饵迷惑受害者。释放展示的诱饵包括CIA对哈马斯支持的相关政治类诱饵、巴勒斯坦地区美女视频图片、简历相关文档等。奇安信威胁情报中心经过溯源关联后发现，此次捕获样本疑似均来自APT组织：双尾蝎。
56,2020 (692),Medusalocker勒索团伙破解RemoteUtilities商业远控软件实施窃密勒索,2020-11-30,腾讯,勒索软件,暂无数据,腾讯安全威胁情报中心发现Medusalocker勒索团伙除使用CobaltStrike窃密木马外。还对商业远程控制软件RemoteUtilities（类Teamviwer软件）进行了破解重打包（系对官方版本的窗口、托盘、模块完整校验位置进行Patch）。由于RemoteUtilities属于正规商业远程控制软件，如果被用于窃密监听，会更加隐蔽，安全软件通常并不将此类商业远控软件报告为病毒。RemoteUtilities正常被控端安装后会存在大量模块文件，修改版本安装后仅使用3个模块（移除非远程控制必须组件以外的其他模块），精简破解后重打包的版本安装完成后，会添加计划任务启动，进而实现持久化的远程控制。攻击者向攻击目标植入RemoteUtilities破解修改版本后可完全控制受控机器，可执行远程Shell、屏幕监控操作、语音监控操作、远程文件操作、RDP登录等等。
57,2020 (692),德国用户的目标是Gootkit banker或REvil勒索软件,2020-11-30,Malwarebytes LABS,勒索软件社会工程学木马后门水坑攻击无文件攻击,暂无数据,研究人员在针对德国用户的攻击活动中，发现攻击者通过社工或走私下载诱骗用户下载恶意文件；通过JavaScript脚本下载带有嵌入式PE的恶意负载，该负载可能是Gootkit的加载程序，也可能是REvil勒索软件的加载程序；下载的代码块负责维持持久性，同时运行一个Powershell脚本，负责读取写入的代码，对其进行解码和运行；加载程序使用两种PE注入方法，Process Hollowing和手动加载到父进程中。
58,2020 (692),利刃鹰组织-盘旋于中东西亚网空的针对性攻击组织活动揭露,2020-11-30,奇安信,暂无数据,暂无数据,近期奇安信威胁情报中心移动安全团队注意到一波针对伊斯兰国、基地组织、库尔德族群和土库曼族群进行持续攻击控制的活动，时间跨度从自2019年3月起至今，通过从多源信息的交叉比对我们推测攻击组织来自中东某国，将其命名为利刃鹰组织。利刃鹰组织主要使用开源和商业攻击软件，平台涵盖Windows和Android，截止目前我们一共捕获到Android平台攻击样本43个，Windows平台攻击样本26个，涉及的C&amp;C域名3个。
59,2020 (692),Medusalocker勒索团伙破解RemoteUtilities商业远控软件实施窃密勒索,2020-11-30,腾讯,木马远程控制,暂无数据,腾讯安全威胁情报中心发现Medusalocker勒索团伙除使用CobaltStrike窃密木马外。还对商业远程控制软件RemoteUtilities（类Teamviwer软件）进行了破解重打包（系对官方版本的窗口、托盘、模块完整校验位置进行Patch）。 由于RemoteUtilities属于正规商业远程控制软件，如果被用于窃密监听，会更加隐蔽，安全软件通常并不将此类商业远控软件报告为病毒。RemoteUtilities正常被控端安装后会存在大量模块文件，修改版本安装后仅使用3个模块（移除非远程控制必须组件以外的其他模块），精简破解后重打包的版本安装完成后，会添加计划任务启动，进而实现持久化的远程控制。
60,2020 (692),TeamTNT挖矿木马利用Docker Remote API漏洞入侵云服务器,2020-11-27,腾讯,木马后门,暂无数据,腾讯安全威胁情报中心检测到TeamTNT挖矿木马利用Docker Remote API未授权访问漏洞对云服务器进行攻击。TeamTNT挖矿木马入侵后会隐藏进程，并且通过安装定时任务持久化、通过SSH复用连接进行横向移动感染更多服务器。同时挖矿木马会占用大量CPU资源进行计算，可能导致业务系统崩溃。
61,2020 (692),网易vs.Egregor勒索软件,2020-11-26,cybereason,勒索软件钓鱼攻击木马后门,暂无数据,Egregor是2020年9月首次发现的勒索软件变体，最近在对全球各组织（包括游戏行业巨头Crytek和Ubisoft）的几次复杂攻击中出现。最初的感染始于网络钓鱼电子邮件，其中包含嵌入附件文档中的恶意宏。宏代码下载了Qbot icedID或Ursnif这类商业恶意软件，其提供了窃取敏感信息的功能，这些信息随后将用于横向移动。攻击后期，在受感染的计算机上安装了CobaltStrike信标。攻击者使用侦查工具，例如Adfind和Sharphound来收集有关用户，组，计算机等的信息。恶意软件在受害者的计算机上立足后，便开始与C2进行通信，以下载其他组件，包括脚本，DLL和其他文件，这些组件最终将用于渗出数据和加密文件。Egregor与Sekhme、Maze勒索软件代码相似。
62,2020 (692),近期东欧地区某黑产团伙以博彩为主题的钓鱼文档分析,2020-11-25,安恒信息,恶意软件恶意代码,暂无数据,近期，安恒威胁情报中心猎影实验室监测捕获到一些以博彩为主题的钓鱼文档。诱饵文档使用模糊的表格照片，诱导受害者打开宏代码。样本通过bitsadmin从挂马网站下载后续恶意程序，并通过pastebin[.]pl、rentry[.]co这类网站的文本共享功能实现后续恶意代码的托管。
63,2020 (692),艾格瑞斯继续混乱的钴打击和Rclone,2020-11-25,SentinelOne,勒索软件钓鱼攻击,暂无数据,Egregor勒索软件是Sekhmet恶意软件家族的衍生产品，该家族自2020年9月中以来一直处于活动状态。Egregor的攻击模式为，破坏公司网络以窃取敏感数据并部署勒索软件，与受害者进行通信并索取赎金，然后在受害者组织拒绝支付赎金时将敏感数据转储到博客中。Egregor包含与Sekhmet相同的Base64编码数据，其中最后一行包含来自受感染系统的其他参数。Egregor赎金记录与Sekhmet所使用的记录极为相似。Egregor利用Cobalt Strike传播。通过各种方式（RDP攻击，网络钓鱼）进入目标环境，运行并保留Cobalt Strike信标有效载荷，接着传递和启动Egregor载荷。数据渗漏的主要方法是利用Rclone，它是一个开放源代码实用程序，可用于管理远程存储。Egregor有效负载会将其自己的Rclone副本与唯一的配置数据一起发布，从而控制渗漏过程。
64,2020 (692),WAPDropper是一种Android恶意软件，它让受害者订阅电信公司的付费服务,2020-11-24,Check Point,木马后门,暂无数据,Check Point研究人员最近发现一种新型恶意软件WAPDropper，可以下载并执行其他有效负载。在活动中，其分发了WAP高级拨号器，该拨号器在受害者不知情或未同意的情况下向受害者提供合法来源（泰国和马来西亚的电信提供商）的高级订阅服务。其包括两个不同的模块：Dropper模块，负责下载第二阶段的恶意软件；收费拨号模块，让受害者订阅合法来源的收费服务。执行时，恶意软件主要隐藏其图标，以防止任何用户识别和卸载恶意软件。此外，恶意软件还会执行检查以识别设备是否配置了代理或VPN。如果未配置，则恶意软件会启动Dropper模块以下载并执行其他有效负载。主要功能包括：获取受害者的电话号码、电话信息、短信列表、发送短信至指定号码、将POST请求发送到指定的URL。此外，恶意软件还具备识别验证码的能力。
65,2020 (692),Stantinko的代理服务器在Apache服务器之后,2020-11-24,INTEZER,木马后门,暂无数据,研究人员发现了Stantinko代理木马的新版本，伪装为httpd服务器。攻击流程为：受感染的客户端将POST或NOTIFY HTTP请求发送到代理；代理解析该请求，然后将POST请求传递给攻击者的服务器；攻击者的服务器回复代理，代理将响应传递给客户端；未受感染的计算机将GET请求发送到代理；代理回复301重定向到预配置的URL。
66,2020 (692),Lazarus组织对加密货币行业持续发起攻击,2020-11-24,安恒信息,钓鱼攻击,暂无数据,Lazarus至少自2017年以来就持续将加密货币行业的机构和公司作为自己的攻击目标，从TTP上来看有着较高的延续性，而在钓鱼载体的选取上较为多变：早期使用的文件大多为钓鱼文档，内容选取上也以诱导受害者启用宏为目标，受害者启用宏后通过执行恶意的vbs脚本下载后续后门木马。 至少自2018年6月开始，使用的钓鱼文件中出现了lnk文件，相关样本利用mshta执行远程脚本，所使用的脚本在与宏指令脚本结构上有较高相似度。在2019年以后出现了攻击者投放包含加密文档与伪装成文档密码记事本文件的lnk文件的钓鱼方式，以此诱导受害者点击。 在近期发现的样本中，攻击者将部分docx文件嵌入lnk文件内。不过在攻击的执行过程中，诱饵文档仍然是通过浏览器访问google drive网盘服务链接打开的。同时也有着前文提及的可执行文件样本出现，可以看出攻击者正尝试更新钓鱼的手段。
67,2020 (692),国税厅散布冒充“电子税金帐单”的Lokibot,2020-11-24,AhnLab,钓鱼邮件攻击,暂无数据,ASEC观察到近日Lokibot通过伪造国家税务局的“电子税收发票”主题钓鱼邮件进行传播。当受害者运行附加PPT之后，mshta会启用宏代码将相应的数据写入到注册表中并通过powershell.exe执行。PowerShell代码主要执行的功能为将恶意PE注入到普通Windows文件calc.exe文件中。最终注入的PE是Lokibot，它会窃取用户的信息。
68,2020 (692),永恒的对手：永恒之蓝挖矿木马的前世今生,2020-11-23,奇安信,木马挖矿,暂无数据,“永恒之蓝木马下载器”首次被发现于2018年12月份。木马团伙通过劫持驱动人生升级服务器下发该木马致使大量客户中招。此木马近年来一直处于活跃状态，攻击、传播手法持续更新。在进行客户侧应急时，我们经常会遇到该系列木马，有趣的是由于该木马使用的攻击与传播手段基本覆盖了常见的各种自动化方法，此木马在内网的流行程度反而在一定程度上反映了一个网络的安全性，甚至可以用来作为指标来评价内网的安全程度。 鉴于此种情况，我们认为有必要对“永恒之蓝木马下载器”进行一个总结性的整理，本文从该木马功能演进角度出发，说明了各个时间点木马的特性并对木马中的各个模块进行了一个简单的分析。
69,2020 (692),MooBot在运行中使用另一个0天的目标UNIX CCTV DVR,2020-11-20,360netlab,僵尸网络,暂无数据,"CNCERT和奇虎360在2020年6月发现针对UNIX CCTV DVR / NVR的扫描活动，Moobot通过Loader扫描端口8000，然后Moobot样本将通过漏洞被分发。研究人员通过扫描整个网络的8000个端口，发现了大约6,000个在线设备，大多数设备在美国。"
70,2020 (692),360无文件攻击保护拦截活跃在墨西哥的银行家木马BBtok,2020-11-20,360,钓鱼攻击木马后门无文件攻击,暂无数据,新的银行木马BBtok通过其无文件攻击保护功能在墨西哥变得越来越流行。该木马通过网络钓鱼电子邮件或其他方式将包含恶意lnk文件的压缩包发送给用户。当用户单击恶意lnk时，将激活所携带的powershell脚本以执行后续的攻击负载。将BBtok部署到受害者的计算机上后，它将运行后门模块。攻击者可以通过发出控制命令来执行不同的恶意功能，包括创建虚假的银行安全检测窗口，以诱骗用户输入登录凭据，从而窃取用户的帐户密码。
71,2020 (692),"Blackrota, 一个Go开发的高度混淆的后门",2020-11-20,360netlab,后门,暂无数据,研究人员通过 Anglerfish 蜜罐捕获到一个利用Docker Remote API 未授权访问漏洞传播的 Go 语言恶意后门，根据后门使用的 C2 域名将之命名为 Blackrota。Blackrota 后门程序目前只有 Linux 版，为 ELF 文件格式，支持 x86/x86-64 两种 CPU 架构。Blackrota 基于 geacon 配置并编译，geacon 是一个 Go 语言实现的 CobaltStrike Beacon，它可以作为 CobalStrike 的 Beacon 与 CobaltStrike 交互来控制失陷主机，实现部分关键功能。值得注意的是，Blackrota 在编译前，对 geacon 源码以及 geacon 用到的第三方 Package 中的函数名、变量名甚至源码文件路径字符串做了混淆。攻击者还把程序中所有的字符串做了编码处理，每一个字符串都用一个 XOR 编码的函数来编码，执行的时候动态解码后再调用，以增加逆向分析阻力。
72,2020 (692),Moobot 在野0day利用之UNIXCCTV DVR命令注入,2020-11-20,360netlab,暂无数据,暂无数据,Moobot是一个基于Mirai开发的僵尸网络，自从其出现就一直很活跃，并且拥有0day漏洞利用的能力。我们有多篇和该botnet相关的文章，感兴趣的读者可以去阅读[1][2][3]。本文主要介绍CNCERT和360公司共同发现的Moobot针对UNIXCCTV DVR/NVR设备的0day利用。关于该漏洞的详细细节我们通知了厂家，并且确认当前厂家已经修复了该漏洞，发布了相应的补丁[ALL265 unix 2.3.7.8B09][NVR unix 2.3.7.8B05][ALL unixip 2.3.4.8B06]。友情提醒此类设备的用户及时更新设备固件。
73,2020 (692),警惕近期“假面”针对电商发起的攻击！,2020-11-19,奇安信,钓鱼攻击木马后门,暂无数据,近期，奇安信发现通过聊天工具传播的“钓鱼攻击”事件有明显的上升趋势，发现有多个木马变种传播，其主要的类型根据关键行为有以下几种：1.虚假登录框钓鱼； 2.命令执行（脚本）方式； 3.命令执行（脚本）方式。攻击流程大致为：攻击者发送钓鱼邮件投递样本，当受害者点击时，会向服务器请求后续文件Key.dll，该文件为.Net模块，直接在内存中通过DynamicInvoke方式内存加载执行。Key.dll通过遍历进程方式寻找QQ.exe，寻找到进程后会从服务端请求另一个DLL文件Injec.dll。Injec.dll会被远线程注入到QQ.exe中，用于获取QQ ClientKey，Injec.dll通过调用QQ内部接口直接取到用户的ClientKey。通过POST请求将最终获取到的信息发送至拼接出的C&amp;C地址。通过ClientKey可以直接实现免密登录受害者的邮箱，空间，获取联系人好友（包含备注）及群信息，这将导致受害者的账户信息完全泄露，并且可能被攻击者拿来作为诈骗、勒索、二次传播等牟利的工具。
74,2020 (692),响尾蛇组织近期针对我国特定机构的APT攻击活动披露,2020-11-19,360,钓鱼邮件CVE 2017-0199CVE 2017-11882,T-APT-04响尾蛇,研究人员发现，今年11月份开始，响尾蛇（SideWinder）组织针对中国的攻击又开始活跃。该组织通过微信、邮件等途径针对中国国内特定机构投递诱饵文档发起攻击，目标涉及外交等特定政府机构。在近期针对中国的攻击活动中，使用的攻击链较为复杂，相关的漏洞文档使用了双重漏洞构造。 主要攻击流程：通过钓鱼邮件或微信投递CVE 2017-0199漏洞文档主体；利用CVE-2017-0199漏洞文档再远程加载CVE 2017-11882漏洞文档；通过CVE 2017-11882漏洞文档释放并执行恶意的js脚本；利用js脚本在内存反射加载.Net模块，安装后门程序。
75,2020 (692),响尾蛇组织近期针对我国特定机构的APT攻击活动披露,2020-11-19,安恒信息,暂无数据,暂无数据,响尾蛇( Sidewinder)为印度背景的APT攻击组织。该组织长期针对中国和巴基斯坦等东南亚国家的政府，能源，军事，矿产等领域进行敏感信息窃取等攻击活动。SideWinder的最早活动可追溯到2012年，被捕获的诱饵文档中包含“巴基斯坦政府经济事务部”等关键字，可见是对特定目标的定向攻击行为。从近几年该组织活动来看也会针对国内特定目标进行攻击，如驻华大使馆，特定部门等。
76,2020 (692),腾讯主机安全（云镜）捕获挖矿木马4SHMiner，已有上万服务器受害,2020-11-19,腾讯,挖矿Apache Shiro反序列化漏洞CVE-2016-4437,暂无数据,腾讯研究人员发现挖矿木马4SHMiner利用Apache Shiro反序列化漏洞CVE-2016-4437针对云服务器的攻击行动。4SHMiner挖矿团伙入侵成功后会执行命令下载4.sh，然后下载XMRig挖矿木马并通过Linux service、systemctl服务，系统配置文件$HOME/.profile，crontab定时任务进行持久化。通过其使用的门罗币钱包算力(约333KH/s)进行推算，4SHMiner团伙已控制约1.5万台服务器进行挖矿。
77,2020 (692),Ranzy勒索软件在ThunderX衍生产品的新功能中提供了更好的加密功能,2020-11-18,SentinelOne,勒索软件钓鱼攻击,暂无数据,Ranzy勒索软件于今年9月出现，属于ThunderX的变体。从ThunderX到Ranzy的“品牌重塑”发生在ThunderX的免费解密程序出现之后。一个用于ThunderX的免费解密工具于今年9月在NoMoreRansom项目中发布。Ranzy与ThunderX共享许多功能，关键更新为，改进加密进程，增加了“泄漏博客”，以泄漏未付款受害者的数据。Ranzy Locker利用Windows的“重新启动管理器”API来终止使文件保持打开状态并防止其被加密的进程或Windows服务。启动后，Ranzy Locker将首先清除卷影副本，以使受害者无法恢复加密的文件。对于每个加密文件，勒索软件都会在文件名后附加新的.ranzy扩展名。
78,2020 (692),JUPYTER INFOSTEALER,2020-11-17,morphisec,木马后门,暂无数据,Morphisec研究人员发现了一个名为Jupyter的新.NET infostealer变体。Jupyter是一个窃密工具，主要窃取Chromium，Firefox和Chrome浏览器数据，其攻击方式，下载和加载程序带有完整的后门功能，包括：C2客户端；下载并执行恶意软件；执行PowerShell脚本和命令；将shellcode注入到合法的Windows配置应用程序中。
79,2020 (692),魔影再现：“魔罗桫”组织以巴基斯坦空间科学委员会招聘为诱饵的攻击活动分析,2020-11-17,奇安信,诱饵文件,,近些年来，随着南亚边境冲突加剧，网络空间的战争也愈发增加，2020年9月中旬，奇安信威胁情报中心红雨滴团队披露了长期针对南亚次大陆的攻击组织”魔罗桫”，该组织长期针对中国，巴基斯坦，尼泊尔等国和地区进行了长达数年的网络间谍攻击活动，主要针对领域为政府机构，军工企业，核能行业等。 近日，奇安信红雨滴团队在攻击威胁狩猎中，再次监测到该组织多起攻击样本，此次捕获的样本主要通过伪装成巴基斯坦空间科学委员会招聘信息、敏感时事新闻等带有模板注入漏洞的文档进行投放，初始模板注入样本首次上传VirusTotal时仅有两家杀软检出。样本运行后，将展示正常的诱饵信息迷惑受害者，同时连接远程服务器获取后续荷载执行，实现对受害者计算机的完全控制。
80,2020 (692),黑产团伙金指狗技术升级，使用Nday漏洞发动组合拳攻击,2020-11-16,奇安信,木马后门,暂无数据,近日，奇安信病毒响应中心在日常黑产挖掘过程中发现之前披露过的金指狗木马架构又转入活跃状态，更新了漏洞组件，在执行链中首次出现了该团伙使用的新型Loader程序，该架构主要出现在全球华语地区。新版本的木马架构依旧延续了良好的免杀效果，使用Total VideoPlayer栈溢出漏洞执行后续shellcode，抛弃以往使用的Photodex ProShow Producer软件栈溢出漏洞，从被修改过的带有数字签名的文件中解密数据，经过几轮内存加载后最终运行大灰狼远控，远程控制受害者电脑。
81,2020 (692),Malsmoke运营商放弃开发工具，转而支持社会工程计划,2020-11-16,Malwarebytes LABS,社会工程学钓鱼攻击木马后门,暂无数据,国外研究人员发现，Malsmoke运营商开始逐步淘汰了使用漏洞利用包传播方式，转而采用社会工程技术。新的活动利用虚假的Java更新来诱骗成人网站的访问者。攻击者通过成人内容主题的诱饵页面，引导访问者下载恶意Java更新。更新程序是经过数字签名的Microsoft安装程序，其中包含许多库和可执行文件，其中大多数是合法的。在安装时，lic_service.exe加载HelperDll.dll，负责部署最终有效负载的最重要模块。有效负载是ZLoader恶意软件，其将自身注入到新的msiexec.exe进程中，以使用域生成算法（DGA）与命令和控制服务器联系。一旦确定，其将开始下载其他模块，并进行自身更新。
82,2020 (692),韩国拉扎鲁斯供应链攻击事件,2020-11-16,WeLiveSecurity,供应链攻击,APT-C-26bluenoroff:,ESET研究人员发现Lazarus组织滥用合法的韩国安全软件和从两家公司窃取的数字证书进行供应链攻击。韩国互联网用户在访问政府网站或网上银行网站时，经常被要求安装额外的安全软件。WIZVERA VeraPort集成安装程序可以帮助管理这些安全软件。通过VeraPort接收并安装特定网站所需的所有必要软件(例如浏览器插件、安全软件、身份验证软件等)。对于某些网站，必须安装WIZVERA VeraPort，用户才能访问这些网站的服务。 研究人员认为供应链攻击发生在使用WIZVERA VeraPort的网站上。支持WIZVERA VeraPort软件的网站包含服务器端组件，尤其是一些JavaScript和WIZVERA配置文件。配置文件是base64编码的XML，包含网站地址，要安装下载URL的软件列表以及其他参数。配置文件由WIZVERA进行了数字签名，一旦下载，就会使用强大的加密算法（RSA）进行验证，攻击者可能通过替换受到破坏的网站提供给WIZVERA VeraPort用户的合法软件，并使用非法获得的代码签名证书对恶意软件进行签名。
