,年份,报告标题,披露时间,披露机构,攻击方法,组织别名,报告摘要
34,2019 (398),CVE-2019-19781Citrix ADC服务器及网关命令执行漏洞,2019-12-17,citrix,暂无数据,暂无数据,"Citrix ADC，原名 Citrix NetScaler，Citrix NetScaler 产品是一种应用交换机，用于执行特定于应用的流量分析，从而智能地分配和优化 Web 应用 4 - 7 层 (L4–L7) 的网络流量，并确保其安全。 2019-12-17，Citrix披露其Citrix Application Delivery Controller（ADC）中存在严重Bug，至少有80000个组织使用了存在Bug的程序。据Citrix介绍，该漏洞可能让黑客在没有身份验证的情况下执行任意代码。 影响范围：NetScaler ADC、Citrix Gateway、NetScaler Gateway等产品。 具体版本： Citrix ADC和Citrix Gateway13.0；12.1 ； 12.0 ；11.1 及10.5 所有支持的build。 Citrix SD-WAN WANOP software and appliance models 4000, 4100, 5000, and 5100 a所有支持的build。 这个漏洞是由英国安全公司Positive Technologies的研究员Mikhail Klyuchnikov报告的。Klyuchnikov表示，该漏洞影响了158个国家/地区的80000家企业，并且可能使远程攻击者在一分钟内破坏内部网络。 2019-12-16，缓解措施：https://support.citrix.com/article/CTX267679 2020-01-13，检测工具：https://support.citrix.com/article/CTX269180 https://www.us-cert.gov/ncas/current-activity/2020/01/17/citrix-adds-sd-wan-wanop-updated-mitigations-cve-2019-19781 补丁时间表：https://support.citrix.com/article/CTX267027 FireEye研究人员发现一个未知的威胁组织目前正在扫描易受攻击的Citrix ADC服务器并保护其免受CVE-2019-19781的漏洞利用，同时维护后门权限以供将来访问。FireEye将这个后门程序命名为NOTROBIN，并认为攻击者正在收集对NetScaler设备的访问权，以进行后续活动。FireEye观察到攻击者使用了唯一认证密钥部署后门，以增加检测难度。"
35,2019 (398),FIN8针对加油站燃油泵PoS系统，窃取支付卡信息,2019-12-16,Visa,暂无数据,FIN8,Visa最近发布警告，称其去年发现了三起针对加油站燃油泵PoS系统，窃取支付卡信息的攻击活动，并将此活动归因于具有经济网络犯罪背景的FIN8组织。攻击者将包含恶意链接的网络钓鱼邮件发送给目标，恶意链接被点击后将在目标系统安装远程访问木马。攻击者进入系统后，收集系统网络凭据并横向移动到PoS系统环境中。然后使用RAM scraper从PoS系统获取支付卡数据。一些活动中，攻击者使用了基于Ursnif的RM3变体银行木马。针对加油站燃油泵PoS系统的攻击方式中，除了使用RAM scraper外，研究人员还曾观察到使用支持蓝牙的skimmers窃取信息。
36,2019 (398),Monero矿工Dropper通过进程挖空技术，逃避安全检测,2019-12-16,TrendMicro,暂无数据,暂无数据,趋势科技最近发现使用无文件技术的Dropper进行Monero采矿活动，该活动从11月初开始。Dropper是一个二进制文件，包含打包的恶意代码，该文件会通过检查传递给它的参数，并在解压缩后对其进行验证。可执行文件包含两个执行阶段：对参数的字母数字字符进行特定的算术运算，以获取包括触发恶意活动的参数和加密货币钱包地址等信息。除了需要特定的参数外，Dropper还会混淆用于其恶意行为的函数的名称。一旦使用正确的参数执行，Dropper就会释放并执行wakecobs.exe，并以挂起状态创建子进程，取消其内存映射，然后Dropper会将恶意代码(XMRig矿工)注入其中。根据监测显示，该活动在科威特，泰国，印度，孟加拉国，阿拉伯联合酋长国，巴西和巴基斯坦最为活跃。
37,2019 (398),Momentum僵尸网络攻击活动，分发Mirai，Kaiten和Bashlite变体,2019-12-16,暂无数据,暂无数据,暂无数据,"趋势科技最近发现Momentum僵尸网络新活动，Momentum的目标是采用了各种CPU架构(如ARM、MIPS、Intel、Motorola 68020等)的Linux系统，然后利用这些设备进行分布式拒绝服务攻击(DDoS)。Momentum尝试通过利用设备漏洞下载并执行Shell脚本传播，包括CCTV-DVR远端控制设备、ZyXEL路由器、华为路由器等。在感染设备之后，Momentum通过修改""rc""文件来实现持久性，然后，其加入命令与控制(C&amp;C)服务器，并连接到名为#HellRoom的互联网中继聊天(IRC)通道，并注册自身为接受命令状态，以接收来自IRC服务器的命令。Momentum可以部署36种不同的DoS攻击方式，涉及已知的反射和放大策略，目标包括MemCache, LDAP, DNS和Valve Source Engine。除了DoS攻击外，Momentum还能够执行其他操作：在指定IP的端口上打开代理，更改客户端昵称，禁用或启用来自客户端的数据包等等。Momentum僵尸网络还会分发是Mirai，Kaiten和Bashlite变体。"
38,2019 (398),针对韩国工业集团的APT攻击，使用Separ凭证窃取软件,2019-12-16,cyberx,暂无数据,暂无数据,CyberX威胁情报小组发现持续进行的工业网络间谍活动，该活动主要针对位于韩国的数百家制造业和工业公司，包括电力设备制造商、钢铁制造商、化工厂建设公司等。攻击者通过发送带有工业主题的鱼叉式网络钓鱼邮件发起攻击。该活动使用了新版本的Separ凭证窃取恶意软件，该软件最早在2013年被发现。新版本增添了文件收集和通过Autorun持久化功能，除此之外，还增添了其他开源组件。安装后，恶意软件禁用防火墙，窃取浏览器和电子邮件凭据，以及搜索一系列扩展名的文档，包括Office文档和图像，并将这些信息传送到免费的FTP服务器(ftp[.]freehostia[.]com)上。
39,2019 (398),Silent Librarian组织使用短网址服务，对北美大学进行网络钓鱼,2019-12-15,Proofpoint,鱼叉式网络钓鱼,暂无数据,"proofpoint研究人员最近发现，伊朗黑客组织Silent Librarian(TA407)针对北美大学图书馆，窃取知识产权的网络钓鱼攻击活动。其钓鱼主题大部分为""账户过期，无法访问图书馆资源""，大部分活动模仿了大学图书馆的登录页面，并且广泛使用Freenom域来托管网络钓鱼页面，然后使用入侵成功的账户来诱骗其他目标。研究人员发现，TA407使用了几种短网址服务将初始链接重定向至钓鱼网页。这些包括现在已经停止的谷歌网址缩短服务，.ir-based网址缩短服务，以及.edu网址缩短服务。"
40,2019 (398),钓鱼活动瞄准多国国际政务招标及采购业务，收集用户登陆凭证,2019-12-13,Anomali,钓鱼攻击,暂无数据,钓鱼攻击者仿造了各种国际政务采购环节涉及的部门、邮件服务及快递服务要用到的网站。诱饵文档里嵌套了仿造正规网站登陆页面的链接。目标涉及到包括美国、中国、新加坡、瑞士、南非等国家，覆盖政务、邮件服务、快递物流行业内多个公司。所有用来窃取用户登陆凭证的站点都使用“ cPanel，Inc”颁发的域验证（DV）证书，其子域具有类似的命名规律，并包含了“secure” ，“verification”，“bidding”或“delivery”等要素。特别是大部分子域名命名规则基本与合法网站一样，具有很强欺骗性，而其中典型的域名：leastinfo [。] com，也曾在一次针对亚洲金融机构的零日攻击中被发现。
41,2019 (398),黑客组织ChinaZ更新工具库，提高DDoS攻击能力,2019-12-13,INTEZER,暂无数据,暂无数据,研究人员发现了属于黑客组织ChinaZ的三种新的恶意软件变种，并将它们命名为NewManager，AmpManager和DDoSManager。这三个恶意软件被托管在相同域名下，共享C2服务器，并且主要功能几乎相同。托管恶意软件的某些服务器还托管中文RATs（例如Gh0st和ServStart）并为Windows DDoS僵尸网络提供服务。这些都符合ChinaZ的活动特征。此外，DDoSManager与恶意软件Elknot/BillGates有部分代码重合，特别是该恶意软件使用的两个核心C ++类的名称，而Elknot/BillGates是ChinaZ使用的恶意软件之一。
42,2019 (398),威胁组织GALLIUM针对全球电信公司，利用WildFly/JBoss服务器漏洞进行攻击,2019-12-12,MicroSoft,暂无数据,暂无数据,"Microsoft威胁情报中心(MSTIC)今天发布了提示，提醒针对世界各地电信提供商的持续不断攻击，该攻击来自于威胁组织GALLIUM，该攻击活动在2018年至2019年中期活跃。该组织利用公开可用的漏洞攻击运行WildFly/JBoss应用程序的服务器。一旦渗透到组织的网络中，其基础设施依赖于低成本、易更换的动态DNS域和定期重用的节点。GALLIUM依靠Web Shell获得目标网络的持久性和分发第二阶段恶意负载。其使用的工具除了China Chopper外，还使用基于China Chopper的Web Shell(微软称其为""BlackMould"")针对Microsoft IIS的服务器。BlackMould可以用来枚举本地驱动器，执行基本文件操作，设置文件属性，提取和删除文件以及在受感染设备上运行恶意命令。GALLIUM使用的第二阶段负载包括定制版本的Gh0st RAT和Poison Ivy恶意软件。同时还发现该组织通过在目标网络内部系统上安装SoftEther VPN软件，来促进对目标网络的访问和保持其持久性。然后使用Mimikatz等通用技术和工具来获取凭据，以在目标网络中进行横向移动。"
43,2019 (398),CypherIT加密服务被揭露，协助恶意软件绕过防病毒检测,2019-12-12,Check Point,暂无数据,暂无数据,国外研究人员最近发现一种协助恶意软件绕过防病毒检测的加密服务，名为CypherIT，该服务通过指定网站公开出售。创建者声称其可以使恶意软件被防病毒产品完全检测不到。该服务被称为打包程序或者在黑客论坛上更普遍地称为crypter。其使用流程为：攻击者使用CypherIT应用程序将恶意文件发送到加密服务器pi.Cypherit[.]org，加密服务器对恶意文件要求的功能(例如持久性、反沙箱、绕过UAC等等)进行包装处理，几秒内就可以处理完成并返回给客户(即攻击者)。根据监测，发现2019年8月至10月期间，所有通过电子邮件发送的恶意可执行文件中，约有13%的恶意文件使用了CypherIT等AutoIt加密程序来隐藏其恶意内容。包括NJRat、AZORult、NetWire、Remcos、NanoCore等流行的恶意软件。
44,2019 (398),Zeppelin：俄罗斯勒索软件针对美国和欧洲知名公司,2019-12-11,THREATVECTOR,勒索软件,暂无数据,Zeppelin是基于Delphi的Ransomware即服务（RaaS）系列的最新成员，最初称为Vega或VegaLocker。Vega样本于2019年初首次发现，在这一年中，出现了几个新版本，每个版本都有不同的名称（Jamper，Storm，Buran等），其中一些是在地下论坛上出售的。Zeppelin的第一个被测样本编译于2019年11月6日，针对欧洲和美国的知名科技和医疗保健公司。如果恶意软件检测到自身在俄罗斯和其他前苏联国家或地区的计算机上运行，则会退出。此外，研究人员发现Zeppelin利用了多态混淆技术，在本文中表现为：利用随机API（通常与正常软件相关）和几个停滞循环来改变代码长度，以对抗恶意代码检测、达到沙箱逃逸目的；第一阶段shellcode，提取硬编码的DWORD静态字节为密钥，进行XOR编码。 此shellcode使用1字节XOR，结合其加载程序，对有效载荷二进制文件进行解码，但解密密钥动态变化；第二阶段shellcode将有效载荷二进制文件注入内存并执行。
45,2019 (398),Waterbear攻击活动重返，使用API挂钩逃避安全产品检测,2019-12-11,TrendMicro,暂无数据,BlackTech黑凤梨 T-APT-03,"趋势科技研究人员发现Waterbear活动重新出现，该活动与网络间谍组织BlackTech有关，主要针对东亚的技术公司和政府机构。最近的活动中，发现一个新的Waterbear恶意负载，该负载通过API挂钩技术隐藏其网络行为。Waterbear利用DLL加载程序来解密和执行RC4加密的负载，然后将其作为第一阶段后门，继续接收加载其他可执行文件。新出现的有效载荷将代码注入特定的安全产品中以隐藏自身，其挂钩了两个API即""ZwOpenProcess""(目的是防止安全产品访问特定的进程)和""GetExtendedTcpTable""(目的是删除某些PID的TCP端点记录)以隐藏其特定进程。有效负载只修改安全产品进程内存中的函数，因此原始系统DLL文件保持不变。"
46,2019 (398),新披露金眼狗黑产团伙：木马诱饵污秽不堪,2019-12-10,奇安信,暂无数据,黄金狗GoldenEyeDog,奇安信病毒响应中心在日常跟踪黑产团伙过程中，发现了一个针对在东南亚从事博·彩、狗推相关人员以及海外华人群体的黑客团伙，其业务范围涵盖远控、挖矿、DDOS和流量相关。样本主要在Telegram群组中进行传播，样本免杀效果好，有些诱饵针对性强，且极具诱惑性。
47,2019 (398),APT组织“蔓灵花”对巴基斯坦攻击事件报告,2019-12-10,瑞星,暂无数据,BITTERBITTER蔓灵花蔓灵花,近期，瑞星威胁情报中心捕获到一起针对巴基斯坦攻击事件，攻击者疑似APT组织“蔓灵花”，该组织利用CVE-2017-11882漏洞，通过投递带有恶意链接的DOCX文档对受害者进行攻击，一旦成功将获取受害者电脑内的所有敏感信息，并对其进行远程操控。
48,2019 (398),大规模Trickbot钓鱼活动利用工资或年度奖金主题,2019-12-10,paloalto,暂无数据,暂无数据,Unit 42的安全研究人员观察到了一个新的分发活动，该活动通过网络钓鱼邮件进行发送，其主题为工资单或年度奖金。该电子邮件包含吸引人的文本和链接，一旦用户单击该链接，它就会被重定向到Google Doc文档，该文档包含托管在Google驱动器上的文件的链接。当Word文档被下载到受害人的计算机上时，会从Google驱动器中出现两个可执行下载器。打开文档后，它显示一个伪造的弹出窗口，要求用户使用Microsoft Word 2019，并提供关闭或单击确定的选项。无论用户如何响应，弹出窗口都会关闭，下载器会继续下载Trickbot负载。
49,2019 (398),Hawkeye键盘记录器被用作下载器，分发CGMiner矿工,2019-12-10,Cofense,挖矿,暂无数据,国外研究人员最近发现伪装成职位申请的钓鱼邮件，其zip附件中包含Hawkeye Keylogger恶意软件程序，该键盘记录器自2013年在论坛出售，用于监视计算机，从系统收集敏感信息。但是在该钓鱼活动中，攻击者利用了该恶意软件的文件安装功能(通常用于在受感染机器上设置持久性)，将其来作为CGMiner矿工的下载器。CGMiner是一种开源加密货币矿工，可应用于所有操作系统。较旧的CGMiner版本可以配置为挖掘多种不同类型的加密货币，并且可以与大多数AMD显卡一起使用。该CGMiner支持CPU/GPU挖掘，并配置为挖矿Litecoin(莱特币)，其使用TCP端口3333上的Stratum协议和矿池通信。
50,2019 (398),疑似Lazarus组织使用TrickBot变体Anchor针对高端金融目标进行攻击,2019-12-10,SentinelLabs,窃取密码勒索软件,APT-C-26,国外研究人员最近观察到一个名为Anchor的TrickBot变体，其由多个部分组成，包括anchorInstaller、anchorDeInstaller、AnchorBot、Bin2hex、psExecutor、memoryScraper。该变体通过DNS与命令和控制(C2)服务器进行通信，具有三种状态(发送数据、准备接收数据、接收数据)，客户端使用子域发送数据，子域经过XOR编码。研究人员认为，攻击者会对受害者进行调查并进行重要性分类，如果重要性高，则会使用Anchor进行攻击，不重要的话，则只进行诸如密码窃取，银行会话劫持，勒索软件，加密等活动。已经观察到Anchor针对金融部门的目标和高影响的服务器(如AD控制器)。Anchor服务器托管包括窃取程序，欺诈工具包和勒索软件在内的多种工具。研究人员在受感染机器上发现恶意软件下载了PowerRatankba，PowerRatankba是与Lazarus关联的基于PowerShell的恶意软件，可以部署多功能后门程序。
51,2019 (398),Snatch勒索软件可绕过防病毒程序检测,2019-12-09,SOPHOS,暂无数据,暂无数据,Snatch勒索软件的作者正在使用一种前所未有的技巧来绕过防病毒软件并加密受害者的文件而不会被发现。诀窍在于将受感染的计算机重新启动到安全模式，然后从那里运行勒索软件的文件加密过程。Snatch操作人员发现他们可以使用Windows注册表项来安排Windows服务以安全模式启动。 该服务将在安全模式下运行勒索软件，而不会被防病毒软件检测到，并且不会停止其加密过程。
52,2019 (398),虚假VPN站点传播窃密木马CryptBot和Vidar,2019-12-06,BleepingComputer,暂无数据,暂无数据,"外研究人员最近发现网络攻击者创建了一个虚假网站，该网站推广伪造的VPN程序：""Inter VPN""，并号称是""最快的VPN""。实际上恶意程序会安装Vidar和CryptBot窃密木马。然后，这些木马将尝试从受害者的计算机中窃取保存的浏览器凭据和其他信息。分析发现：攻击者将VPN Pro应用程序重新打包在了一个木马内部，该木马使用AutoHotKey脚本来下载其他恶意软件。该脚本将收集到的相关信息发送到iplogger.org，然后根据网站当前分发的活动从bitbucket.org下载Vidar和CryptBot可执行文件。木马将收集保存的浏览器凭据，Cookie，桌面截图，文本文件，加密货币钱包等信息。"
53,2019 (398),黑客组织海莲花攻击宝马汽车集团，窃取商业机密,2019-12-06,360,暂无数据,APT32APT32海莲花APT-C-00Ocean LotusCobalt KittySeaLotus,"根据国外新闻报道，黑客组织海莲花攻击了慕尼黑宝马汽车公司（始于2019年春季）的计算机网络和韩国现代汽车网络。6月份时，宝马公司将有关计算机进行了脱网处理。黑客通过创建一个仿冒泰国宝马分公司网站来进行钓鱼，从而窃取目标信息。分析发现黑客组织应是从BR Recherche攻击了计算机攻击者，然后安装Cobalt Strike来进行攻击。自2018年底以来，汽车工业也逐步成海莲花组织的关注焦点。不止于宝马，丰田汽车公司也曾惨遭""海莲花""毒手。通过进一步发现，2019年6月越南企业集团Vingroup开设了第一家生产汽车的工厂。而有资料显示，在越南开始制造汽车时，该组织就开始将攻击目标聚焦于汽车制造商。"
54,2019 (398),伊朗黑客攻击组织利用ZeroCleare，攻击中东能源和工业部门,2019-12-05,threatpost,暂无数据,APT34OilRig,研究人员称，ZeroCleare很可能是总部位于伊朗的APT34(又称OilRig或ITG13)的杰作。根据IBM的X-Force事件响应和情报服务（IRIS），ZeroCleare参与了最近发现的对石油和天然气公司的APT攻击，其中包括 Windows计算机通过易受攻击的驱动程序。尽管IRIS的一位发言人表明，受影响组织的确切数目尚不清楚，但至少有1400台主机受到ZeroCleare的影响。
55,2019 (398),“海莲花”(OceanLotus)2019年针对中国攻击活动汇总,2019-12-05,腾讯,暂无数据,APT32APT32海莲花APT-C-00Ocean LotusCobalt KittySeaLotus,整个2019年，该组织持续对多个目标不断的进行攻击，使用的鱼叉攻击邮件主题非常本土化，如使用网易邮箱，贴近时事热点等。新增诱饵类型：伪装为word图标的可执行文件、chm文件等。不断更新对抗方式：使用多重载荷攻击、定制化第二阶段后门，C2拼接，自增文件大小等。利用的定制化恶意软件为：CobaltStrike的beacon木马、Denis家族木马、修改版的Gh0st。
56,2019 (398),奇安信斩断东北亚APT组织“虎木槿”伸向国内重要机构的魔爪,2019-12-05,奇安信,暂无数据,虎木槿,通过取证溯源分析，奇安信威胁情报中心红雨滴团队已完整捕获相关APT组织利用漏洞攻击的全过程。目标包括多个国内核心教育科研政府机构和个人，只要受攻击目标使用特定浏览器近期的版本打开网页就可能中招，被黑客植入后门木马甚至完全控制电脑。分析显示，该攻击利用了多个较老版本的Chrome浏览器内核的漏洞，国内外使用了这些较老版本渲染核心且没有对应漏洞缓解措施的浏览器用户成为本次APT攻击的目标。
57,2019 (398),大规模GhostDNS攻击活动再现巴西,2019-12-05,Avast,暂无数据,暂无数据,"GhostDNS，是由复杂的攻击脚本组合而成的漏洞利用攻击套件。这些脚本会劫持路由器设置，用其它 DNS 服务顶替，然后将流量引导至“克隆”后的大型在线服务提供商的登陆页面。当访问受感染的站点时，受害者会在不知不觉中被重定向到路由器攻击工具包登录页面，该页面通常在新窗口或新标签页中打开，无需用户干预即可自动发起对路由器的攻击。 然后，漏洞利用工具包尝试在网络上找到路由器IP，然后进行暴力破解。攻击者成功登录路由器后，漏洞利用工具包将尝试使用各种CSRF请求更改路由器的DNS设置，将受害者的请求发送到旨在看起来像受害者想要访问的实际网站的钓鱼页面。 网上银行网站和Netflix之类的网站经常受到DNS劫持攻击，因为攻击者可以轻松窃取有价值的登录凭据。 2019年11月25日，安全公司Avast在巴西检测到的攻击活动相关的URL数量达到近5,500，第二天超过1,000，总共发现了对恶意URL7,500次访问请求。每个GhostDNS登录页面（在这里是针对巴西的银行和Netflix用户的钓鱼页面）都包含相同的bit.ly链接，据统计总点击次数接近223,000。"
58,2019 (398),Gamaredon组织针对乌克兰的攻击活动分析,2019-12-05,Anomali,暂无数据,Gamaredon,国外研究人员发现俄罗斯APT组织Gamaredon的最新活动，该活动从2019年10月中旬持续到11月末，主要针对乌克兰的政府实体和个人，包括外交官、政府雇员、记者、执法人员、军官、非政府组织(NGO)、乌克兰外交部。攻击者向目标分发带有恶意附件的钓鱼邮件，初始诱使文档不包含恶意宏，而是诱导目标下载文档模板(.dot)文件，该.dot文件包含恶意VBA宏，当用户查看诱饵文档时，它会在后台自动执行下载运行恶意负载。恶意程序将VBScript文件移动到启动文件夹中进行持久化。为了避免基于字符串的检测，VBScript文件行在释放恶意负载后被分解，同时会禁用VBA宏警告来逃避检测。
59,2019 (398),Nemty勒索病毒结盟僵尸网络，黑产合作已成趋势威胁倍增,2019-12-04,奇安信,勒索软件,暂无数据,奇安信病毒响应中心发现Nemty勒索家族新变种开始肆虐，目前已经监测到国内有用户陆续中招，由于新变种暂无解密工具，我们提醒政企用户多加防范。 Nemty勒索在国内主要通过弱口令爆破的方式进行传播，本次捕获到的新变种为2.2版本，添加的文件名后缀. NEMTY_。相较于之前版本，除了代码结构的改变，新变种同时提供了Tor浏览器和Web浏览器两种沟通模式，而且限定了交易时间，如果三个月内不支付赎金，网站将会停止支付赎金服务可能导致数据永久损失。
60,2019 (398),KurdishCoder活动使用多种混淆工具，针对区块链行业,2019-12-04,TrendMicro,暂无数据,暂无数据,2019年11月，传播Capesand漏洞利用工具包的活动被揭露，该工具包利用Adobe Flash和Microsoft Internet Explorer中的最新漏洞，同时具有强大的混淆功能，使其释放的样本几乎很难被检测到。其中一个部署njRat恶意软件的样本，其主要可执行文件NotepadEx同时使用了混淆工具ConfuserEx和Cassandra (CyaX)。恶意负载经过CyaX混淆后再通过定制版本的ConfuserEx混淆，使恶意软件几乎完全不能被检测到。ConfuserEx是一个开源工具，在Github上托管了多个版本，研究人员认为定制版本的ConfuserEx来源之一可能是在线服务Cassandra Crypter，该服务提供自定义版本工具。研究人员将使用这种混淆方式的活动命名为KurdishCoder活动。
61,2019 (398),新型破坏性擦除器ZeroCleare指向了中东的能源部门,2019-12-04,Security Intelligence,恶意软件,暂无数据,鉴于该地区以破坏性恶意软件为目标的组织的发展，我们发现ZeroCleare与Shamoon恶意软件具有相似之处并不感到惊讶。以出一页的Shamoon剧本，ZeroCleare旨在覆盖主引导记录（MBR）和磁盘分区在基于Windows的机器。就像Shamoon之前所做的那样，攻击中选择的工具是EldoS RawDisk，这是用于与文件，磁盘和分区进行交互的合法工具包。EldoS的使用并不是由于该软件中的缺陷或漏洞。民族团体和网络犯罪分子经常以合法手段使用供应商不打算完成恶意或破坏性活动的方式。
62,2019 (398),新型下载器Buer积极销售，传播多种有效负载,2019-12-04,Proofpoint,暂无数据,暂无数据,"国外研究人员最近揭露一款新型下载器(名为Buer)正在地下市场积极销售，旨在为寻求完整现成解决方案的网络威胁行动者使用。该恶意软件通过包含恶意Microsoft Office宏代码的电子邮件附件传播，通过配置注册表RunOnce来设置持久性。加载的第二阶段有效载荷包括KPOT stealer，Amadey和Smoke Loader。命令和控制(C&amp;C)功能通过HTTP(s)GET请求进行处理，从C&amp;C服务器下载的有效载荷是通过对""download API""的请求来完成的。Buer控制面板支持Docker容器，以易于集成到租用的Docker主机中，从而简化安装，目前该加载器还在积极开发中。"
63,2019 (398),IcedID木马新变种，利用隐写术隐藏payloads,2019-12-03,Malwarebytes LABS,暂无数据,TA2101,"安全研究人员发现威胁组织TA2101针对德国、意大利和美国的垃圾邮件活动。在针对美国的恶意活动中分发了IcedID银行木马，该木马从2019年9月开始使用隐写术策略隐藏负载。垃圾邮件据称来自美国邮政局，使用""USPS发送失败的尝试通知""主题，其中包含Microsoft Word文档格式附件，该文档诱使受害者启用宏来查看文档内容。用户启用宏后，会显示一个虚假的错误消息提示，提示表单中的标签内容为使用逗号隔开的数字，宏从标签中获取文本，将其转换成恶意负载链接地址或者路径以在执行期间使用。IcedID的加载程序是一个打包的PE文件，用于加载和注入无头的IcedID主模块PE文件。与以前的IcedID木马不同，新的无头的IcedID主模块PE文件需要通过加载其他有效负载(photo.png)才能生成。首先下载器会下载经过混淆模糊的png格式有效负载(photo.png)，再将其解码并注入无头的PE文件生成最终的IcedID主模块PE文件，然后通过IcedID自定义的加载程序加载生成最终有效负载，从而实现持久性。"
64,2019 (398),追踪奥地利钓鱼木马，回顾仿冒美团钓鱼事件,2019-12-03,奇安信,暂无数据,暂无数据,"奇安信病毒响应中心最近发现了一款仿冒奥地利""Willhaben""软件的钓鱼木马APP。该钓鱼木马通过仿冒成""Willhaben""APP，窃取用户个人信息，并向用户发送含有钓鱼链接的短信。该恶意软件主要目是进行钓鱼。恶意程序运行后会诱骗用户激活设备管理器，并可通过远控指令隐藏APP图标，从而达到保护自身。其会通过服务端下发远控指令，包括向服务器发送用户手机状态、发送用户手机号码、发送用户手机短信、发送用户已安装的APP信息、实时对用户手机进行监控等。攻击者会根据获取到的信息，向指定用户发送钓鱼短信，诱骗用户打开钓鱼页面并预付款，从而达到诱骗钱财的目的。目前其短信中显示的钓鱼页面已无法正常显示。近期也出现了模仿中国国内的美团、饿了么平台的大规模短信钓鱼事件。当用户访问钓鱼页面时，攻击者会通过用户提供的银行卡账号、密码进行转账操作，并诱骗用户填写银行二次确认短信，从而完成转账操作。"
65,2019 (398),Lazarus组织新MacOS恶意软件分析,2019-12-03,objective-see,暂无数据,APT-C-26,"国外研究人员发现了一个新的MacOS恶意软件样本。该样本能够从远程位置检索有效负载并将其运行在内存中，从而增加取证分析难度。样本软件包名为UnionCryptoTrader，托管在名为""unioncrypto.vip""的网站上，该网站宣传""智能加密货币套利交易平台""。恶意软件包未签名，打开软件包时将会触发操作系统警告。恶意软件使用了启动守护进程技术，在系统内创建了一个""vip.unioncrypto.plist""启动守护进程运行恶意""unioncryptoupdater""以获取持久性。该恶意文件可以收集系统基本信息，如序列号和OS版本，然后发送给C2服务器，C2服务器可以提供下一阶段将要执行的恶意负载。""unioncryptoupdater""具备在内存中远程下载和直接执行有效负载的功能，其通过调用Apple API NSCreateObjectFileImageFromMemory在(mach-O文件)内存缓冲区中创建一个""目标文件映像""，然后使用NSLinkModule方法链接""目标文件映像""，最后，恶意软件会解析内存中的一个符号并直接执行。该恶意软件样本的分发策略及目标行业和Lazarus组织的AppleJeus活动攻击行为极为相似并且存在明显重叠。"
66,2019 (398),研究人员发现新的木马恶意软件PyXie RAT,2019-12-02,THREATVECTOR,暂无数据,暂无数据,BlackBerry Cylance的研究人员警告说，PyXie RAT的功能包括键盘记录，窃取登录凭据和录制视频，并且该木马可以用来传播其他攻击，包括勒索软件。至少从2018年开始，PyXie RAT就一直很活跃，并且高度定制化，这表明投入了大量的时间和资源来构建它。PyXie RAT运动的全部范围仍不确定，但是研究人员已经确定了针对30多个组织的攻击，主要是医疗和教育行业，据信已感染了数百台机器。
67,2019 (398),SQL爆破攻击近期多见，中招系统遭遇流氓软件推装,2019-12-02,腾讯,暂无数据,暂无数据,"腾讯威胁情报中心最近检测到黑产团伙通过SQL爆破攻击方式，投放多种类型病毒木马。攻击者首先使用sql爆破入侵，然后从es[.]ldbdhm.xyz域下载执行多种类型木马，投放的木马均伪装成图片格式(后缀为jpg或png)，包括紫狐木马、多个用于系统提权漏洞(CVE-2018-8120, CVE-2015-1701，MS16-032(CVE-2016-0099))攻击载荷和powershell木马。紫狐木马安装后释放驱动模块隐藏自身行为，并在后台推广安装各类软件，以刷流量获利。根据监测，病毒域名es[.]ldbdhm.xyz从11月初开始活跃至今。"
68,2019 (398),间谍软件CallerSpy，通过伪装成谷歌网站诱导下载,2019-12-02,TrendMicro,暂无数据,暂无数据,趋势科技研究人员在伪装成GOOGLE的诱骗网站http://gooogle[.]press/上，发现伪装成聊天应用程序(5月份发现的软件名为Chatrious，10月份发现的软件名为Apex App)的新间谍软件系列，该程序可以窃取用户个人信息。趋势科技将这两种恶意程序命名为CallerSpy间谍软件系列。CallerSpy声称是一个聊天应用程序，但是其根本不具备聊天功能。当启动时，CallerSpy通过Socket.IO启动与C2服务器之间的连接，以监听C2服务器命令。然后，利用Evernote Android-Job调度作业来窃取信息，包括设备上的呼叫日志、SMS、联系人和文件信息。除此之外，还从C2服务器接收命令获取屏幕截图，并将其经过Base64编码后发送到服务器。所有的被盗信息都会被存在本地数据库中，然后定期上传到C2服务器。对其使用的基础设施进行分析，发现诱骗网站域名gooogle[.]press伪装成GOOGLE，同时还将伪造的版权信息放在网站底部，其域名注册于2019年1月，并且使用了域隐私保护。研究人员发现四个均托管在合法服务上的C2地址。目前还未发现该恶意软件实际的受害者，诱骗网站提供包括Apple，Android和Windows平台的恶意程序，但目前仅支持Android，因此推测该恶意软件可能还处于测试阶段。
